user_id,attraction_id,visit_year,visit_month,rating,visit_mode_id,visit_date,user_age,user_gender,country_id,country_name,region_id,attraction_name,attraction_type_id,city_id,attraction_type_name,city_name,country_id_att,country_name_att,region_id_att,region_name,continent_id,continent_name,visit_mode_name,avg_user_rating,total_user_visits,freq_visit_mode,avg_attraction_rating,popularity_score,visit_mode_name_encoded,continent_name_encoded,country_name_encoded,attraction_type_name_encoded
78,8,2023,6,4.0,1,2023-06-01,18,O,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,4.0,5,Family,3.744186046511628,43,0,2,1,0
91,1,2023,11,5.0,3,2023-11-01,29,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,4.2,5,Friends,3.8653846153846154,52,1,0,1,0
76,6,2021,12,5.0,5,2021-12-01,63,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,4.428571428571429,7,Friends,3.8125,48,3,0,0,2
39,7,2021,9,1.0,3,2021-09-01,73,O,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,2.0,2,Business,3.7551020408163267,49,1,0,0,3
64,3,2021,7,5.0,2,2021-07-01,63,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,3.7142857142857144,7,Family,3.7169811320754715,53,2,2,2,2
18,5,2021,9,5.0,1,2021-09-01,44,O,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Business,5.0,1,Business,3.6724137931034484,58,0,1,2,0
92,4,2021,5,4.0,3,2021-05-01,52,F,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.8,5,Business,3.7837837837837838,37,1,0,1,3
23,3,2024,8,3.0,1,2024-08-01,44,F,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Business,2.888888888888889,9,Friends,3.7169811320754715,53,0,2,0,2
67,10,2023,10,4.0,3,2023-10-01,39,F,1,Japan,1,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Couples,2.8333333333333335,6,Business,3.738095238095238,42,1,0,1,0
52,5,2023,4,5.0,3,2023-04-01,60,O,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Couples,3.7142857142857144,7,Solo,3.6724137931034484,58,1,1,0,0
34,1,2021,12,5.0,3,2021-12-01,25,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,4.111111111111111,9,Couples,3.8653846153846154,52,1,0,1,0
76,3,2023,3,5.0,2,2023-03-01,63,F,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,4.428571428571429,7,Friends,3.7169811320754715,53,2,2,0,2
89,5,2024,7,4.0,3,2024-07-01,67,F,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Couples,3.3636363636363638,11,Business,3.6724137931034484,58,1,1,2,0
38,4,2022,1,5.0,3,2022-01-01,27,O,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.7777777777777777,9,Couples,3.7837837837837838,37,1,0,0,3
26,2,2023,2,3.0,4,2023-02-01,24,O,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Solo,3.3333333333333335,3,Family,3.671232876712329,73,4,1,2,1
50,8,2023,11,3.0,5,2023-11-01,74,F,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.2222222222222223,9,Friends,3.744186046511628,43,3,2,1,0
87,2,2023,11,5.0,3,2023-11-01,29,M,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.8,5,Family,3.671232876712329,73,1,1,2,1
89,3,2021,6,4.0,2,2021-06-01,67,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,3.3636363636363638,11,Business,3.7169811320754715,53,2,2,2,2
6,6,2021,2,3.0,1,2021-02-01,49,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.5,6,Business,3.8125,48,0,0,0,2
67,1,2023,6,1.0,4,2023-06-01,39,F,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,2.8333333333333335,6,Business,3.8653846153846154,52,4,0,1,0
70,6,2024,9,1.0,2,2024-09-01,60,M,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,3.0,6,Family,3.8125,48,2,0,2,2
16,7,2022,11,4.0,1,2022-11-01,42,M,3,USA,3,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.0,7,Business,3.7551020408163267,49,0,0,2,3
77,10,2023,9,3.0,2,2023-09-01,28,O,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Family,4.0,2,Family,3.738095238095238,42,2,0,2,0
97,7,2023,6,5.0,5,2023-06-01,60,F,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,4.333333333333333,9,Family,3.7551020408163267,49,3,0,1,3
34,1,2023,4,4.0,3,2023-04-01,25,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,4.111111111111111,9,Couples,3.8653846153846154,52,1,0,1,0
58,3,2024,1,4.0,3,2024-01-01,47,O,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Couples,4.111111111111111,9,Couples,3.7169811320754715,53,1,2,1,2
78,5,2022,4,5.0,2,2022-04-01,18,O,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Family,4.0,5,Family,3.6724137931034484,58,2,1,1,0
61,6,2024,8,4.0,5,2024-08-01,35,F,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,4.2,5,Family,3.8125,48,3,0,1,2
78,5,2022,9,4.0,2,2022-09-01,18,O,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Family,4.0,5,Family,3.6724137931034484,58,2,1,1,0
5,6,2021,7,2.0,3,2021-07-01,56,F,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,2.0,4,Couples,3.8125,48,1,0,1,2
25,3,2021,6,5.0,5,2021-06-01,45,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Friends,3.7142857142857144,7,Couples,3.7169811320754715,53,3,2,0,2
91,6,2022,4,4.0,1,2022-04-01,29,O,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,4.2,5,Friends,3.8125,48,0,0,1,2
61,5,2023,12,4.0,4,2023-12-01,35,F,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,4.2,5,Family,3.6724137931034484,58,4,1,1,0
44,5,2023,11,3.0,2,2023-11-01,38,O,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Family,3.6666666666666665,6,Business,3.6724137931034484,58,2,1,2,0
73,2,2023,10,3.0,4,2023-10-01,73,O,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Solo,4.0,7,Business,3.671232876712329,73,4,1,0,1
68,1,2024,12,4.0,5,2024-12-01,51,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,3.6,5,Couples,3.8653846153846154,52,3,0,1,0
42,7,2023,9,2.0,3,2023-09-01,33,M,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,2.0,1,Couples,3.7551020408163267,49,1,0,1,3
89,2,2024,6,2.0,2,2024-06-01,67,F,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,3.3636363636363638,11,Business,3.671232876712329,73,2,1,2,1
72,5,2023,12,4.0,4,2023-12-01,47,F,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,4.142857142857143,7,Business,3.6724137931034484,58,4,1,1,0
41,9,2021,1,4.0,2,2021-01-01,24,M,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,3.6,5,Couples,3.6444444444444444,45,2,2,1,0
67,5,2022,11,4.0,2,2022-11-01,39,F,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Family,2.8333333333333335,6,Business,3.6724137931034484,58,2,1,1,0
24,5,2024,8,5.0,4,2024-08-01,74,F,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,3.8333333333333335,6,Family,3.6724137931034484,58,4,1,2,0
90,10,2023,8,3.0,5,2023-08-01,66,O,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Friends,3.5555555555555554,9,Couples,3.738095238095238,42,3,0,2,0
70,2,2021,4,5.0,2,2021-04-01,60,M,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,3.0,6,Family,3.671232876712329,73,2,1,2,1
11,7,2024,5,5.0,1,2024-05-01,72,F,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.4,5,Family,3.7551020408163267,49,0,0,0,3
73,2,2024,6,4.0,3,2024-06-01,73,O,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,4.0,7,Business,3.671232876712329,73,1,1,0,1
34,10,2024,1,4.0,1,2024-01-01,25,O,1,Japan,1,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.111111111111111,9,Couples,3.738095238095238,42,0,0,1,0
32,4,2022,3,4.0,5,2022-03-01,18,M,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,3.5,8,Business,3.7837837837837838,37,3,0,1,3
94,7,2021,8,4.0,5,2021-08-01,26,M,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,3.0,5,Family,3.7551020408163267,49,3,0,0,3
91,2,2024,10,4.0,5,2024-10-01,29,O,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.2,5,Friends,3.671232876712329,73,3,1,1,1
50,9,2022,7,5.0,5,2022-07-01,74,F,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.2222222222222223,9,Friends,3.6444444444444444,45,3,2,1,0
46,9,2023,10,5.0,3,2023-10-01,49,M,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.857142857142857,7,Couples,3.6444444444444444,45,1,2,0,0
4,6,2022,1,5.0,4,2022-01-01,60,O,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,4.2,5,Solo,3.8125,48,4,0,2,2
85,3,2021,7,1.0,4,2021-07-01,28,O,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,2.6666666666666665,6,Family,3.7169811320754715,53,4,2,1,2
82,1,2024,1,5.0,5,2024-01-01,56,O,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,5.0,1,Friends,3.8653846153846154,52,3,0,0,0
55,8,2021,8,3.0,3,2021-08-01,71,M,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,4.166666666666667,6,Solo,3.744186046511628,43,1,2,1,0
14,2,2023,10,4.0,3,2023-10-01,54,M,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.75,4,Couples,3.671232876712329,73,1,1,2,1
25,6,2021,4,4.0,4,2021-04-01,45,O,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,3.7142857142857144,7,Couples,3.8125,48,4,0,0,2
33,7,2022,1,4.0,2,2022-01-01,36,O,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Family,4.2,5,Friends,3.7551020408163267,49,2,0,1,3
11,7,2024,9,4.0,5,2024-09-01,72,F,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,4.4,5,Family,3.7551020408163267,49,3,0,0,3
99,9,2021,12,2.0,4,2021-12-01,30,F,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.5,6,Couples,3.6444444444444444,45,4,2,0,0
74,9,2022,4,4.0,4,2022-04-01,21,O,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.5714285714285716,7,Solo,3.6444444444444444,45,4,2,2,0
73,10,2021,10,4.0,3,2021-10-01,73,O,2,France,2,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Couples,4.0,7,Business,3.738095238095238,42,1,0,0,0
37,4,2023,8,4.0,3,2023-08-01,62,F,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.6666666666666665,3,Business,3.7837837837837838,37,1,0,1,3
48,6,2022,2,5.0,5,2022-02-01,32,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,4.0,4,Business,3.8125,48,3,0,0,2
72,2,2021,9,3.0,1,2021-09-01,47,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Business,4.142857142857143,7,Business,3.671232876712329,73,0,1,1,1
2,6,2024,2,4.0,2,2024-02-01,40,F,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,3.2,5,Business,3.8125,48,2,0,2,2
96,3,2023,8,4.0,3,2023-08-01,65,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Couples,2.5,4,Friends,3.7169811320754715,53,1,2,0,2
88,3,2024,6,5.0,5,2024-06-01,41,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Friends,5.0,1,Friends,3.7169811320754715,53,3,2,2,2
58,8,2024,10,4.0,5,2024-10-01,47,O,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,4.111111111111111,9,Couples,3.744186046511628,43,3,2,1,0
73,7,2024,11,4.0,1,2024-11-01,73,O,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.0,7,Business,3.7551020408163267,49,0,0,0,3
50,9,2023,2,2.0,3,2023-02-01,74,F,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.2222222222222223,9,Friends,3.6444444444444444,45,1,2,1,0
49,3,2023,1,3.0,4,2023-01-01,53,M,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,4.25,4,Family,3.7169811320754715,53,4,2,1,2
23,8,2023,7,2.0,2,2023-07-01,44,F,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,2.888888888888889,9,Friends,3.744186046511628,43,2,2,0,0
74,1,2023,4,4.0,5,2023-04-01,21,O,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,3.5714285714285716,7,Solo,3.8653846153846154,52,3,0,2,0
47,2,2023,12,4.0,5,2023-12-01,65,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,3.25,4,Solo,3.671232876712329,73,3,1,1,1
2,2,2024,10,4.0,1,2024-10-01,40,F,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Business,3.2,5,Business,3.671232876712329,73,0,1,2,1
50,6,2023,2,4.0,1,2023-02-01,74,F,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.2222222222222223,9,Friends,3.8125,48,0,0,1,2
68,4,2022,8,3.0,3,2022-08-01,51,O,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.6,5,Couples,3.7837837837837838,37,1,0,1,3
14,8,2021,7,3.0,1,2021-07-01,54,M,3,USA,3,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,3.75,4,Couples,3.744186046511628,43,0,2,2,0
15,7,2023,11,5.0,2,2023-11-01,32,O,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Family,3.5,2,Couples,3.7551020408163267,49,2,0,0,3
65,9,2022,2,4.0,3,2022-02-01,40,F,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.6666666666666665,6,Solo,3.6444444444444444,45,1,2,0,0
40,9,2024,5,4.0,1,2024-05-01,46,O,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,3.8333333333333335,6,Business,3.6444444444444444,45,0,2,0,0
89,5,2023,4,4.0,1,2023-04-01,67,F,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Business,3.3636363636363638,11,Business,3.6724137931034484,58,0,1,2,0
6,4,2024,10,4.0,1,2024-10-01,49,F,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.5,6,Business,3.7837837837837838,37,0,0,0,3
20,7,2021,6,5.0,3,2021-06-01,65,F,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,4.125,8,Couples,3.7551020408163267,49,1,0,0,3
86,3,2022,5,4.0,3,2022-05-01,66,O,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Couples,3.8333333333333335,6,Couples,3.7169811320754715,53,1,2,2,2
13,8,2022,12,2.0,1,2022-12-01,26,F,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,3.230769230769231,13,Solo,3.744186046511628,43,0,2,0,0
90,6,2023,2,5.0,3,2023-02-01,66,O,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,3.5555555555555554,9,Couples,3.8125,48,1,0,2,2
76,5,2022,4,4.0,5,2022-04-01,63,F,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Friends,4.428571428571429,7,Friends,3.6724137931034484,58,3,1,0,0
27,6,2024,3,4.0,2,2024-03-01,72,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,4.5,6,Couples,3.8125,48,2,0,0,2
44,2,2022,11,4.0,1,2022-11-01,38,O,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Business,3.6666666666666665,6,Business,3.671232876712329,73,0,1,2,1
28,2,2021,11,4.0,1,2021-11-01,42,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Business,4.5,4,Business,3.671232876712329,73,0,1,1,1
3,1,2022,5,4.0,4,2022-05-01,67,M,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,3.7777777777777777,9,Business,3.8653846153846154,52,4,0,0,0
