battery_percent,time_since_unplugged_min,cpu_usage,gpu_usage,screen_brightness,num_apps_running,heavy_app_running,wifi_on,bluetooth_on,power_mode,fan_speed_rpm,device_temperature,remaining_minutes
91.38543819748429,211.81392197740834,82.68686135312505,47.87720647012651,47.0618402145943,6,1,1,0,balanced,2651.8736508878364,40.90705480345114,10.467205612290165
29.584098252001606,135.84496429185478,37.39653723948399,33.771726620122365,90.6604871653951,28,1,1,0,battery_saver,2121.68030942965,41.187063831365435,5.0
67.9396170136283,31.12510034391331,62.54048871512653,34.727473200744164,46.97710771983396,17,0,1,1,battery_saver,2241.206887636398,62.42767907766838,16.635141049038378
34.61255222849404,212.5493228744348,87.99797514521167,17.546354643015942,73.92659243188452,11,0,1,0,battery_saver,4312.167243124408,68.33460587956677,6.818184515409248
54.406462011892025,10.321297824464446,18.653595395350855,46.1000751702785,91.82037476865635,5,0,1,1,battery_saver,4341.676759059305,77.15499272564276,11.767638854384305
56.937476537611566,261.1888104571804,56.02554280749292,39.49695253512052,85.66439128375991,4,0,0,0,battery_saver,1534.1609596658295,76.58715146555397,10.732994990271056
22.561173274925068,42.45710620487781,73.79895761331728,24.371576671267206,55.9994298705621,32,1,1,1,battery_saver,1872.1113838716599,94.18163372166651,5.0
97.11053963763307,39.066251745270776,73.18254494471516,14.44860779415838,71.25727532020593,39,0,1,1,balanced,4229.29312900458,61.54892986505391,18.445102561013908
78.63761821930588,53.52601709260677,52.30687231395536,28.01149818007983,47.22991990546321,19,0,1,1,balanced,3225.9523239635782,46.97116431945609,17.183477755015748
94.25239944859797,288.1196411891279,61.226551391581225,45.78149949189564,68.24774550647027,5,0,1,0,balanced,3530.7637592393853,56.5536848733912,17.230754639507452
90.00859829062664,208.25763871589996,73.177429471956,5.24999450563215,33.17971945108563,11,1,0,1,performance,2346.7913612846232,82.16050469387538,8.5395882860844
61.80049798705309,240.6100891036274,80.69248739816706,13.836962572556038,49.1267902392598,10,0,1,0,battery_saver,1996.3002406714581,53.412192188072325,15.331484525126342
92.5780523271961,119.89286073409315,73.56317871882774,85.28915402721859,28.859116384165514,11,1,1,0,performance,2670.0859126357773,84.96165558299901,7.572331418522579
13.406787694932353,101.55750552398172,36.86044488631184,48.85698159282051,13.436645741159321,19,0,1,1,battery_saver,2324.4896591108754,84.33311088169566,5.0
23.618371929818792,71.11071802816781,94.70537609519599,5.710437329403408,62.9685865517835,26,0,1,1,battery_saver,4316.963584970752,65.80659676506734,5.007391394222876
9.296592446501116,144.71376046541027,44.10524243473739,62.377898289261566,87.79864108157179,10,0,1,1,balanced,1744.2219332618292,80.15396626437968,5.0
35.90638142251011,165.9967913267164,7.201823248304008,5.562258307113126,12.302044716087236,16,1,0,1,balanced,4472.662213444568,84.06625247062439,5.375903702299152
41.924342520500794,189.90067825217386,37.63552564269158,66.49868043417356,27.642676665636632,18,1,1,0,battery_saver,4191.302386151122,79.94719544414923,5.456865463764018
30.778158018520113,77.87843269560966,16.500465911645893,67.49664495480242,51.4166553343378,20,1,0,1,balanced,3084.8054493942955,57.20070913793863,5.0
83.73006336943328,284.6475701899942,15.92983541555375,58.59710781743274,69.93071351580281,26,0,1,1,battery_saver,2330.005943620695,49.34373049804051,23.13529210349986
38.89156603589098,51.757790963933616,30.33815360962049,65.89840901574148,25.41062743028978,29,0,1,0,performance,3588.026102055626,46.55796983668942,6.022621076539393
31.688778420301173,289.73029925515726,9.803794475953476,7.916920291175197,15.102534607356185,30,0,1,0,performance,2786.1927748304006,92.98849621635253,5.046469107460639
56.5561279000336,5.441980629743632,66.96609695686067,65.41024971197409,56.71438459542003,9,1,1,1,battery_saver,2437.288123759873,45.19659154204015,7.220171004303828
18.387801372602453,144.85658185323683,11.658999578171457,12.301948775149466,83.68387417515778,36,0,0,0,balanced,2297.3264569784155,64.24785757887997,5.0
81.20871317163378,100.67698359685227,23.296059989236056,30.555531654465945,13.171141838149417,29,0,0,0,performance,1464.5788623030421,45.589495575148995,15.063535379318818
12.082311149578228,135.287900765145,13.360974304470744,84.84707281505696,41.443250532312334,36,0,0,0,performance,2634.4456336727917,83.71383611415465,5.0
98.75425897704915,171.62870911525593,10.685095781272796,45.25879298932261,69.71632685140017,21,0,1,1,balanced,2017.868890809379,70.42249204666483,20.83786854587734
78.36325308318246,131.2411582458,29.09764989855875,87.06837888747124,21.76678054922203,8,0,1,0,balanced,1264.2953165437382,49.66421370477715,16.34164305659171
23.87798974574638,125.03920824017689,56.4709070894333,8.00302129980638,31.23520992034811,32,0,1,0,battery_saver,1969.8975278798384,92.78345466248922,5.10264266088487
5.524601126742228,220.08430120857867,91.82170008021575,42.980093960686204,58.194337940763944,30,1,0,0,performance,1974.7284055702298,86.6597343950765,5.0
82.46883570320925,206.07700625085292,83.80009889146457,5.616208824918358,95.79085267277962,14,1,1,1,battery_saver,2197.346030862534,46.98297726560488,10.7884343216026
72.15144766552362,250.14811332871852,83.83405329007923,56.71892361593563,35.860835641938046,17,0,1,0,balanced,4319.680266691226,84.73036386168039,10.300491698774662
74.2556809638938,75.73773539060917,20.846033243389186,7.083630123166475,53.87746790986393,17,1,1,1,battery_saver,4168.842790690944,86.44305018737808,10.930983793355443
78.27068293516484,183.249024416465,28.84164741480381,15.783102228633958,45.993777675797645,38,0,1,1,battery_saver,1305.655101406496,82.44895435868075,20.335025038474193
12.034241914738583,175.9732408324633,11.875398511577513,23.29472790623524,90.7657004827072,5,1,1,0,battery_saver,1986.0009021617318,59.31313005601109,5.0
39.0542442117059,111.55160545093393,75.06215059236665,67.38694664980349,16.470087762800407,3,0,1,0,battery_saver,2659.4512798037035,54.108613634935764,8.734341192998262
16.00756065488732,146.3312050289016,11.283467133700576,14.756590693626729,60.95328322066879,9,1,1,1,balanced,2116.680084561163,68.87055702511185,5.0
86.99482545818138,94.82086084841289,55.10261037387679,76.1968847963761,86.15077292709496,11,1,1,1,performance,2504.299595191629,66.08360864151874,7.566119476132008
64.21332204861801,43.411474887478576,27.30880150915557,11.871354494772078,98.93058193563326,3,0,1,0,balanced,3941.039093393813,72.10153667981783,12.819121604105273
36.43531236100167,64.92656198815712,26.910107062587027,3.17200041631407,72.88529477696267,7,1,1,0,balanced,3078.628156425775,62.98933791807312,5.220752373421773
11.038043277172246,32.548580273959125,94.16525497228446,35.55408770727011,44.19419280998721,38,0,1,0,balanced,2583.691865014004,51.59095726605777,5.0
34.54332056298791,205.23780298184712,73.11018262806837,88.14974777741656,47.06419172805495,12,1,1,0,balanced,2803.2819102848653,71.36162147430596,5.0
35.89241559254097,198.5574905396363,80.32454224619451,9.93080050098995,41.65139977684875,4,0,0,1,balanced,2106.5519998878904,69.56708037909465,6.759585416083945
74.31258694211608,285.23130510238195,56.47844168096114,9.154659963566614,64.3251789826258,25,1,1,1,performance,1893.020978119922,89.9621979811746,6.720230228599981
65.56795977874525,219.17384568052515,83.39128586543742,67.60498597160615,76.54651936464259,31,0,1,0,balanced,1900.8722826739727,74.93697248668725,8.942798847310408
89.28521054475102,16.5617057880833,63.094148524971764,28.09455245942088,83.75208072300379,21,0,1,0,balanced,3835.4198311458167,82.3216108280837,13.711702380216286
49.860417890385186,265.3893070047573,90.15563343167108,64.55534555031453,47.493379871485466,22,1,1,0,performance,1838.3823713290553,63.49389238193788,5.0
16.36145336413866,258.939873720772,30.32047274410731,18.0009530499027,74.50376520331353,14,1,1,0,battery_saver,4206.852013794541,85.23392467041052,5.0
72.75825478618452,133.5527759110369,58.57875912046055,41.406479477834665,92.46003328267987,13,1,0,0,balanced,2682.864445663008,57.031844278262696,8.382771197524761
77.27457961860526,176.17305210784855,67.11182131432028,23.876088997402608,92.87423150056348,37,1,1,1,balanced,2960.4496719700655,93.7846780543958,7.5480670615167895
58.32133376910214,292.84742140928313,40.3643574525026,40.63753933911782,73.36261024431784,9,0,0,1,balanced,3216.2163877346775,84.86265865135364,9.459407803500596
78.2418820956833,160.1590047906017,84.17371841636479,69.21873833267735,67.32119735312824,25,1,1,0,performance,2210.6133307475284,40.240466312056135,6.8045083498497165
51.91058165461712,271.69122668445084,93.1822846793739,68.58089464298955,57.83734679725061,19,1,1,1,performance,4155.353543002817,84.98645375179291,5.0
54.65961879128943,25.828588585245743,49.43925422353954,46.41950589063513,26.48779013639157,4,0,1,1,battery_saver,3207.4618410196517,69.59198104659528,13.525298668900524
45.616396744062214,58.12450874389617,40.15765893239052,83.55346593489459,21.126668734487662,7,1,0,1,balanced,4168.35797154528,71.90271582455455,5.312233506261461
7.414817040689043,132.78572808895402,47.47441357008128,23.74056922034466,53.713990611044224,23,1,1,0,battery_saver,2874.752647632401,94.90809379557044,5.0
15.249685564363922,175.84228569285412,81.74630711587385,21.62802160073098,24.34997405867134,15,1,1,1,balanced,1328.5907996790083,79.46699270126234,5.0
7.9857726402397535,245.05212770697727,63.092158296635084,55.242576105789034,61.92999331024024,13,0,1,1,balanced,1302.7870901470671,47.16652382311102,5.0
65.45898907005915,296.4903724278129,9.029513526628556,55.91673307951101,68.11324572710964,26,1,0,1,balanced,2215.382683075525,81.47344741294785,7.756315761021592
34.86381820225104,117.26659744576081,53.79529194011433,4.188603560847659,57.305403776803665,35,1,1,0,balanced,3996.1774941695403,50.97316063397171,5.0
53.31421566064677,15.177275205885394,6.5570110466872835,54.69999411482078,13.278404126135229,29,0,0,0,balanced,2079.2709958401747,91.42150119004026,10.603091994649843
91.21881502297883,240.55027948530213,75.06818339030649,33.69925416141129,15.195516292209895,37,1,1,1,balanced,2798.642135295143,54.5060296697721,11.726859871476584
28.68276176914312,181.70983500575963,34.54810461882174,67.26982727885031,20.200706621333694,20,0,1,1,battery_saver,1865.0858407408364,65.39590375109849,7.584210117417011
43.98637768838483,60.3643148015923,47.480673390559645,72.72950980907456,23.82812244895051,23,0,1,1,balanced,3675.1811245368453,84.7049978717246,7.0555679931535
76.77735816158962,148.95370852980463,76.88102953168688,49.69384375923329,99.08943523923999,6,0,1,0,battery_saver,3410.1733504627978,93.03252428336941,10.88443000568292
26.735825721704135,222.95076341458358,9.18039355571854,0.15345283520385777,41.00455151768102,34,0,1,1,balanced,4178.249099652627,48.64100285145261,9.388742404165363
12.313091433735334,231.35312433352448,19.26873820324494,57.272922914997785,36.277603627715756,13,0,1,1,balanced,2371.728136104443,43.79732628607346,5.0
32.526388026807965,150.38590518762985,40.81643388006034,67.39931516993408,14.703997209780617,5,0,0,0,battery_saver,4450.141229199211,83.45420521396318,6.830882021892446
20.31602228913042,92.25914450852888,25.69326471910045,22.40849396083628,67.17883516170369,23,0,1,0,battery_saver,4096.304437873905,87.45031296140138,5.0
93.32127697254444,292.14903202950956,35.411128319755676,41.818140102670995,68.69717066181526,16,0,0,0,balanced,2679.858184896756,73.11332606344125,17.25690357507053
81.77143605861961,199.34542067599136,94.83572641032185,86.91539610706094,25.79038206207982,8,0,1,0,balanced,4038.9078408663026,49.396977175020325,12.587857281484615
65.17335686849023,123.06301828454332,79.28729938164297,26.83039980546931,92.73173868321518,31,1,0,0,performance,2601.9196347588977,48.64475409916167,5.973854390439093
87.78875606783318,84.85850403719107,84.55116334640977,20.08379259375667,82.04441919356145,33,1,1,0,balanced,3798.786475384884,65.33275462793812,9.740497500017018
81.34884730541587,219.59979191806508,89.33491702091978,18.976931143020913,30.728738512675726,30,0,0,1,balanced,2388.234173285472,50.6645427065605,16.032985904485688
22.724155594173403,73.41285023253654,35.68422922827761,50.292075091859665,53.726475782488365,38,1,1,0,balanced,2042.5472781286549,59.07435441468388,5.0
89.79310485654788,52.34128670313276,31.736926201682543,85.48083911772058,51.25517705789649,30,1,1,0,battery_saver,3634.1246345654195,83.68732883134206,10.618569032820238
56.23751298198682,159.420332799659,26.06562433148674,54.78211162803192,41.36683999080887,21,1,1,1,balanced,4383.181239997995,45.81675109556464,7.632892330340163
81.70681474058594,87.70623040059841,79.71052201773104,27.299080821389396,83.58712415430519,5,0,1,0,battery_saver,3597.254413062062,56.70268033725557,17.048708656132007
90.12867349273186,189.0426383321609,66.15966760566664,57.471280026070865,19.83380370590359,14,0,1,0,performance,4422.220788512973,61.81367960745461,12.532478049320702
35.210330122327065,36.263663787395814,26.255478423458957,56.23580678380087,47.378281584501345,38,1,1,0,balanced,4237.760630821709,52.51050899631347,5.0
15.454932830129293,196.82739026562916,38.92944462894094,53.72326221566888,48.52280174942953,26,0,1,1,balanced,2606.7731683192023,78.96238871470413,5.0
26.65384044148446,85.70566187131297,50.60405875395185,14.34835861994718,52.18530441527617,14,0,0,0,battery_saver,2866.586906493944,65.78403802244421,7.354710791178252
45.57523991949435,1.0726373959193067,52.53260515463783,57.111011941049476,87.52149919887658,26,0,1,0,battery_saver,1828.4090876918303,92.06422850402801,7.152906593406877
82.71140276263685,38.95388124457874,84.98549556965432,38.714800726304965,29.635018318135113,3,0,1,0,battery_saver,2649.296404166358,58.69206439250984,19.04275115389128
86.76940540935263,280.1509979726931,39.25095196524947,1.6732852760730033,19.263085616104547,30,0,1,0,performance,3731.7735954325954,90.90381123425587,12.669144684100146
5.660452400463117,260.33903709549196,86.76716274504611,48.578803843274564,65.60276165389972,18,0,0,1,battery_saver,2924.1987449164494,71.25479567595372,5.0
53.52099374486875,70.84910057883482,44.72308042878107,89.03400706965759,25.645102748024243,23,0,1,0,balanced,4412.358627579709,69.63069362633671,9.283831283483707
44.654045299134005,233.73319945910188,72.17354073131185,31.476563175958518,16.743887726915776,32,0,1,1,battery_saver,1579.26421464657,52.916911187389424,12.117694659352964
26.100241994719372,182.9629063590183,88.72288879865505,86.90032964867923,48.398429851394816,36,0,1,1,battery_saver,2875.5441774657265,92.12742902208566,5.0
16.387209896699865,291.300508723511,86.68181335669398,8.65851674963351,29.768178777232684,28,0,1,1,battery_saver,2955.969130007906,57.508279485603296,5.0
37.07344128334466,112.70809220068368,10.125758056611305,65.92051042805757,42.50949569811853,37,0,1,0,battery_saver,1691.114492184053,70.06421404826033,9.986361492367285
94.57642187168932,204.7567231426342,23.513386547891287,10.28969951965518,33.37399720922117,33,0,1,0,battery_saver,3830.3239863254607,91.66867426470824,24.389998414930414
35.704278541971746,19.997181004751656,47.92148829790476,24.621441619974675,18.337281645107417,18,0,1,0,balanced,3899.874692516998,86.78540104979217,6.730566668135599
54.28510906561978,119.47795669810537,43.839886095779654,51.375675178991195,60.43124826317814,31,1,1,1,battery_saver,4161.385901883682,56.9831750681234,7.72194428061355
71.7868010950419,289.181480695266,62.68024983534863,53.3501724579074,12.431657623553711,31,1,0,0,battery_saver,4292.227205130795,84.28278868073065,8.934680845516548
39.54481222603293,162.15528146058605,90.0238145742871,69.76901855107542,96.97378131949596,11,0,0,0,balanced,3666.530180368951,77.44337498617442,5.0
97.31929785849127,87.07597149711853,15.116424015015394,55.378026650469536,40.71974695614696,16,0,1,1,balanced,3977.748095888232,41.835581445980154,23.758043563751812
96.43249301950057,36.96101797545345,45.66727986208164,53.42532339425047,72.56417594408234,10,0,1,0,balanced,1440.8743749367663,67.10730523572114,17.055573735139937
28.919318103409594,211.3549737142776,22.31699340984254,82.11177782902244,82.93265852927048,4,0,1,1,battery_saver,2466.6046082398057,63.23367247501908,6.2788452150040275
52.23860805977662,193.8119569854883,85.46968385581528,40.69446769882415,35.11943159855996,13,1,1,1,battery_saver,2140.446898485085,76.24047839714352,6.3018207416674965
33.58343943259312,112.80767536752862,91.81221672214876,20.273920082554955,77.38648381990615,4,0,1,1,performance,3819.7457425442835,78.65551609196314,5.0
32.05984696585942,285.33146420788444,48.08315137013151,14.560972652126722,84.91787698822387,20,0,1,1,balanced,2218.2091416254125,78.75134598193824,5.619965926160112
8.504259998680617,7.638641083367245,14.360926795532666,35.99951371285498,31.718551043045217,7,0,1,0,performance,2853.4638432182505,65.29635620065596,5.0
62.9086117280902,91.81343163791591,75.67652000504059,64.14774796743262,99.32452092064655,9,1,1,0,battery_saver,2598.479859052846,92.10143648055511,6.125588150702554
52.75450720674184,276.39977640357483,67.74272154431591,3.828913643691081,11.861981455788042,25,1,1,0,battery_saver,3703.0801654050965,43.908006841640145,8.869171629823493
9.890481368748988,96.95969605751267,36.92037439492794,11.614804785846552,29.530043221198696,21,0,1,1,balanced,3103.2844125659467,75.68593253546457,5.0
31.471414102478086,76.42359732269594,84.8666726572067,9.550211409327549,80.20186806492936,21,0,1,0,balanced,2502.4318350559256,64.15108439037098,5.498867957558436
91.2852591668321,160.73190256944295,92.82487008044365,52.67251377463129,27.471792255017757,21,0,1,0,balanced,1632.3924216335606,52.788400143156814,15.776513976005742
27.75837961336238,247.31672322624084,55.206846421717586,21.857818547813963,72.84338769755858,30,1,1,0,battery_saver,1738.8817120554395,47.51668457450655,5.0
18.765012848666196,31.840881502629955,55.91551202098631,14.963348547125685,86.99773644846132,13,0,1,0,battery_saver,3580.9637945310633,65.43502782819894,5.0
51.49801222636849,282.9631921840751,31.776215460240003,53.34936477687201,96.32928453708341,13,0,1,1,performance,1310.5866843155081,56.79247636440401,7.048408500747878
98.63679314050707,238.72679147316805,57.60554323849828,68.51789239071414,52.682276386024256,11,1,1,0,battery_saver,2647.104213881218,52.05847987007166,12.977277930434322
27.99525079359254,55.19382640991403,44.567808847236186,29.893942480739792,97.39982106839057,16,1,1,0,balanced,3608.742702658676,41.99739622548716,5.0
68.85287700355846,213.89038039825064,32.19719242352467,52.03841451089365,47.046006701351075,36,0,1,0,balanced,2403.899892862768,57.20420984303075,15.127884934863394
77.35386345622817,116.1026580686296,11.046667687151118,8.831197187951418,29.631523570694718,31,0,1,0,battery_saver,3347.2002316548806,91.2562851100482,22.356105601382648
27.57556667927797,121.28610874481929,27.74370737382124,84.1671927411813,56.252966777625275,23,1,1,0,balanced,3737.5895657709716,69.6124818781081,5.0
74.18055311812665,235.20373763922106,22.806918470989796,30.320656678329556,68.48409198803434,7,1,1,1,performance,4104.174706614394,53.27778461090766,8.0597329886567
39.93939760832906,288.8726575862389,53.7837786098554,89.77551238561512,51.21669844449494,35,1,0,1,battery_saver,1940.4355056823579,93.66600506625022,5.0
65.06905390639005,38.870105981310985,59.150301958723446,88.07289802648039,61.02751995701124,11,0,1,1,battery_saver,3524.033038281798,75.81447194046517,10.942684680684557
65.18532252228499,126.768440826767,59.771455187541484,70.09411044022303,47.476826895446976,5,1,1,1,balanced,3043.944860543392,67.88979135449543,7.240552501953679
55.89859498710206,144.80154081720676,39.93629009411112,1.8060385866270046,57.22857586191248,16,0,0,0,balanced,2714.884882061012,91.34162888050038,10.237766459042831
13.577528155168789,113.51723326954428,42.91067603169464,48.9127428345927,95.73361047519055,20,0,1,1,battery_saver,2581.062770589561,82.95711680292499,5.0
84.35373708097761,109.59354799115128,80.0814586676576,7.815277839601035,54.98480372826988,14,0,1,1,balanced,4080.3785287326755,69.2828269039712,15.485548318505343
35.474106172314904,16.628331600917363,47.860953216544615,80.56242233653646,32.786166952833426,25,0,1,0,performance,1791.543543303138,40.38779178995201,5.0
22.719258487986153,205.97604754822436,93.89959989234102,71.06726273826627,78.28719593613135,16,0,0,0,balanced,3768.8115664919637,62.772411963149004,5.0
8.873638447702572,131.42811071889358,44.565550700797836,87.51063389361147,40.38260120033944,18,0,1,0,performance,1452.5636737079078,83.98184050305062,5.0
61.134829602882974,59.2433469905341,63.46228501560551,54.754465783481585,83.45864537392517,39,0,1,0,performance,3007.851002686143,55.66958155194992,7.705883697276409
69.36861437501683,244.99401718831845,9.532669909405623,46.99555240359042,15.115779008549664,22,0,0,0,balanced,1727.9046358571566,42.992814138172164,20.372786489674134
6.575843748146335,240.96566369733674,63.800593197692976,46.707647034994885,39.896017939782226,22,1,1,1,balanced,2716.392494378052,73.44893571268003,5.0
53.64884053843169,146.43109679857923,81.62837549735055,34.78035370089104,18.49239174345755,17,0,1,0,battery_saver,2791.972490936041,89.47659344700833,9.776497055710614
26.517098643804104,90.2367476831804,89.82120546799666,42.182106050622686,17.67860418212483,27,0,1,1,battery_saver,3615.7906536442715,94.38309053740144,5.0
66.29141508889774,191.78972501313925,94.75885504757935,57.187132482181525,69.25506032551935,19,0,1,0,battery_saver,1889.686622175303,46.30252447312314,11.941085881795876
21.564810755474188,87.15748859744352,30.39607810843098,83.96528468006494,44.68013212182467,14,1,1,1,battery_saver,2173.5056469932397,92.91187070799623,5.0
70.63908511973426,71.56637116678989,56.78330583431452,53.629590443042794,88.43310477866012,9,0,0,1,balanced,2853.169993001227,61.101255051403925,12.026266047783926
41.73985789855105,219.42388155387167,45.564618697893266,77.14043480856304,56.47646240861762,10,1,1,0,performance,3696.3520907159877,81.00568995087504,5.0
93.98934892998977,13.05724667656426,55.74357325176539,77.65019201722505,36.580889905505444,26,0,1,0,performance,2996.7697684117884,51.22900305718042,12.53976053900138
18.06448969386936,29.335772839343594,19.170766147086198,46.69494082634333,74.87999991659753,27,0,1,1,balanced,3820.33838070437,76.99200832698756,5.0
37.40130334977456,3.0296640330533435,82.05346153363473,31.272267734785945,66.16151124271298,23,1,1,0,battery_saver,3360.37910214221,76.93134980747558,5.0
15.779984517855961,46.73001275615242,86.86120490101288,57.56164859988729,81.9635158746283,35,0,1,0,battery_saver,4233.189882962017,55.52181332726484,5.0
